Distance_km,Vehicle_Type,Passengers,Nominal_L_per_100km,Duration_min,Fuel_Consumed_L
9.53,SUV,3,8.44,17.8,0.99
35.84,SUV,7,8.58,63.65,3.33
34.61,SUV,2,8.44,50.3,3.33
18.03,Sedan,2,6.4,21.42,1.38
8.9,SUV,3,10.25,22.35,1.12
29.16,Bus,40,19.01,78.77,9.1
58.03,SUV,1,9.75,107.37,5.48
8.02,Van,1,11.9,16.33,1.04
22.74,Sedan,1,7.56,38.62,1.64
33.48,Van,10,11.52,61.3,4.15
55.78,Van,9,11.65,107.43,8.4
4.4,SUV,4,10.78,11.97,0.67
30.98,Bus,26,16.0,66.68,5.8
55.07,Sedan,2,5.47,92.02,3.08
35.99,Sedan,1,5.08,63.94,1.94
13.88,Van,3,11.33,29.89,2.17
23.41,Van,12,7.66,42.65,2.32
39.31,Sedan,3,7.05,79.03,3.36
41.05,Sedan,4,6.37,64.53,3.15
35.59,Sedan,2,7.86,66.46,2.92
24.96,Sedan,2,5.69,44.17,1.8
20.4,Van,4,10.63,46.13,2.42
42.91,SUV,2,10.68,50.58,5.24
29.41,Sedan,4,8.16,49.04,2.8
23.96,Sedan,4,5.68,32.55,1.57
12.94,Sedan,3,6.72,29.7,0.87
12.34,Sedan,1,6.85,19.54,0.81
20.84,SUV,7,9.56,43.75,2.31
32.31,Bus,34,17.21,73.96,7.44
30.84,Van,2,13.31,44.31,4.69
29.65,Sedan,4,4.23,59.18,1.24
23.06,Bus,26,16.74,46.22,4.65
40.55,Van,9,11.81,59.37,6.17
45.47,Van,9,11.82,63.65,5.59
9.53,SUV,7,11.03,19.18,1.15
14.61,Sedan,2,7.94,27.62,1.36
70.46,Sedan,3,6.16,105.97,5.03
19.95,Sedan,4,8.06,36.64,1.55
20.34,Sedan,4,5.64,39.89,1.16
12.16,Sedan,2,7.62,26.08,0.81
41.2,SUV,2,11.72,68.53,4.34
81.26,Van,12,13.19,159.08,12.02
12.18,SUV,6,9.16,18.38,1.34
42.82,Sedan,3,6.1,72.58,2.39
10.92,Bus,35,13.41,30.64,2.53
38.93,Bus,10,18.93,77.24,9.28
11.1,Van,7,8.99,22.44,1.19
4.11,Bus,23,15.62,6.87,0.87
69.96,SUV,5,7.21,119.42,5.51
15.94,Bus,23,16.62,26.59,3.6
6.95,Sedan,2,6.47,11.14,0.48
24.97,Sedan,3,6.83,39.86,2.11
32.6,Sedan,3,5.78,33.02,2.0
43.92,Sedan,4,7.78,52.55,4.39
19.22,Sedan,2,6.25,30.01,1.36
18.44,SUV,3,7.82,33.48,1.48
16.09,Van,13,11.41,22.25,1.76
23.38,SUV,4,11.95,43.27,3.06
34.88,Sedan,1,6.9,51.14,2.87
27.59,Van,1,10.35,56.62,2.61
15.66,SUV,5,6.71,25.56,1.09
22.61,Sedan,2,6.24,47.04,1.86
8.59,Van,14,11.42,18.55,1.12
19.6,Sedan,1,6.03,30.75,1.15
17.79,Sedan,2,4.5,32.67,0.98
44.14,Bus,15,15.45,116.49,8.64
25.0,Sedan,3,8.25,37.76,2.22
19.79,SUV,1,11.15,25.59,2.33
21.65,Bus,38,15.34,36.71,5.37
19.59,Van,2,12.21,32.15,2.91
9.98,Sedan,2,5.09,26.17,0.57
34.48,Sedan,1,8.19,53.48,3.1
2.81,Sedan,2,6.79,6.85,0.28
15.84,SUV,7,10.42,32.48,2.12
12.72,SUV,3,6.43,22.42,0.73
16.1,Sedan,4,7.31,31.84,1.48
34.0,Bus,8,17.98,57.51,6.43
19.91,SUV,3,10.28,41.2,2.21
21.87,Sedan,1,7.6,50.68,2.12
32.78,SUV,6,9.1,43.16,3.16
31.29,Van,2,9.92,43.15,3.85
29.87,Sedan,1,7.44,32.96,2.38
22.12,Sedan,4,6.43,36.99,1.51
42.49,Van,13,9.43,59.14,5.38
12.42,SUV,7,7.62,19.97,0.94
19.8,SUV,5,6.78,34.19,1.68
16.39,SUV,7,8.23,33.87,1.42
17.0,Sedan,3,7.82,26.1,1.53
11.26,Sedan,4,6.71,18.34,1.03
37.22,SUV,2,8.21,48.4,2.63
31.86,Sedan,4,7.47,48.43,2.21
19.42,Sedan,3,5.5,29.79,1.31
28.74,Van,12,11.17,48.31,4.27
38.64,Bus,42,17.46,83.4,12.1
54.29,Van,8,12.4,80.19,7.7
7.92,Bus,35,13.27,25.64,1.63
20.3,Sedan,2,5.48,28.65,1.37
45.48,Bus,40,13.09,76.61,9.2
72.82,Sedan,1,6.19,92.38,5.42
27.12,Bus,5,21.63,51.03,5.5
36.58,Bus,30,16.48,75.08,8.64
2.0,Van,1,10.08,9.19,0.2
28.05,Bus,40,20.62,74.47,9.16
18.94,SUV,1,10.6,34.56,1.93
34.38,Sedan,1,6.39,50.68,2.19
56.3,SUV,3,10.03,89.05,5.35
21.96,SUV,1,7.38,49.15,1.74
21.25,Sedan,2,8.15,28.31,1.74
14.67,SUV,1,12.22,38.72,1.77
2.94,Bus,29,19.56,13.32,0.78
15.54,Sedan,2,4.0,25.01,0.48
7.45,Van,12,10.0,19.93,0.84
8.13,Bus,25,19.84,16.13,1.98
28.35,Bus,38,16.74,51.19,6.72
9.11,Bus,5,21.82,23.0,2.02
23.23,SUV,5,9.88,40.06,2.75
67.8,Bus,25,15.88,130.78,16.36
16.94,Van,1,11.06,22.38,1.72
8.17,Sedan,1,5.43,21.27,0.44
58.13,SUV,7,8.73,84.69,6.04
10.96,Van,13,10.0,26.04,1.3
15.98,Sedan,3,7.91,33.36,1.48
40.86,SUV,3,12.17,64.33,5.98
9.71,Van,11,8.42,19.6,1.16
15.02,Sedan,1,4.19,24.48,0.6
9.28,SUV,6,8.63,12.37,0.68
40.5,Van,2,8.27,85.12,4.17
8.98,SUV,6,9.07,21.8,0.84
30.77,Sedan,1,7.4,51.43,2.4
20.5,Sedan,2,8.29,41.45,1.99
14.42,Sedan,2,6.74,23.17,0.95
20.19,Bus,5,17.42,57.12,4.57
16.15,Sedan,4,4.13,24.79,0.84
12.38,SUV,4,9.04,23.2,1.11
4.67,Sedan,3,6.59,8.83,0.38
9.55,Sedan,4,7.27,18.59,0.78
24.95,Van,5,9.72,56.48,2.29
17.77,Van,6,10.22,37.12,1.69
30.39,Sedan,1,4.73,45.07,1.25
23.18,SUV,5,5.56,26.42,1.39
2.0,Sedan,2,5.17,7.39,0.2
28.35,SUV,4,6.64,51.09,2.34
8.41,Van,14,11.61,19.53,1.41
21.71,Sedan,1,5.88,31.49,1.1
5.98,Sedan,4,5.85,15.24,0.48
39.43,Sedan,1,5.32,53.12,2.32
34.89,Bus,35,8.3,90.83,4.25
18.38,Bus,40,22.52,43.41,6.89
34.04,Sedan,1,5.3,40.61,1.69
10.1,Van,5,10.26,23.76,1.03
13.62,Sedan,4,4.75,30.46,0.74
38.74,Sedan,1,7.67,57.09,2.79
2.0,Van,4,11.26,9.83,0.25
18.87,Bus,33,15.52,51.37,3.83
27.0,Bus,40,16.82,70.18,6.69
15.38,SUV,2,11.52,31.11,1.53
45.45,Sedan,3,6.41,67.68,2.75
53.43,Van,8,10.67,104.68,6.17
28.29,Sedan,4,5.37,54.77,1.69
8.47,SUV,6,6.16,15.6,0.48
34.44,Sedan,1,6.31,57.87,2.71
65.84,Van,2,11.59,121.09,7.61
22.43,Sedan,4,7.82,35.18,1.69
19.52,Sedan,3,4.0,34.89,0.69
10.64,Bus,33,14.62,18.37,2.32
26.09,Sedan,2,5.8,46.92,1.8
19.96,SUV,3,8.99,29.62,2.18
2.52,Sedan,4,6.33,6.88,0.2
33.09,Sedan,3,6.35,54.4,2.12
7.66,Sedan,3,6.99,16.58,0.59
72.8,Sedan,4,5.42,141.72,4.88
23.43,Bus,10,20.8,57.95,5.13
18.43,Sedan,4,7.02,30.15,1.51
22.71,Bus,27,17.04,60.03,5.69
21.76,SUV,4,11.4,46.1,2.55
16.18,SUV,5,11.33,30.38,1.66
5.46,SUV,5,10.4,15.33,0.51
46.07,SUV,3,4.47,57.03,2.3
22.5,Van,4,13.84,39.65,3.14
40.75,Sedan,3,7.45,72.27,2.87
6.16,Sedan,4,8.91,13.55,0.7
11.98,Bus,9,21.71,36.1,3.53
15.21,Bus,35,22.74,24.38,4.53
8.66,Bus,39,20.64,23.66,2.9
33.05,SUV,2,11.02,51.98,4.28
17.91,Van,3,14.59,24.6,3.21
25.63,SUV,4,9.32,30.4,2.77
13.44,SUV,7,6.64,17.62,1.0
41.84,Sedan,2,6.13,84.63,2.9
35.58,SUV,7,9.58,72.97,3.83
32.39,Sedan,3,6.59,42.42,2.16
23.39,Sedan,2,5.0,36.68,1.42
46.09,Bus,17,13.11,105.6,6.45
35.86,Sedan,1,5.61,63.33,2.07
20.38,Sedan,1,7.47,30.77,1.74
14.45,Sedan,1,8.4,32.52,1.32
17.85,Bus,41,20.75,55.78,5.94
29.15,SUV,6,10.59,47.95,3.86
6.11,SUV,2,8.88,15.0,0.71
11.58,Van,11,7.86,24.02,1.0
45.66,Van,13,10.18,93.52,5.78
39.41,Sedan,4,6.19,67.48,2.54
17.95,Van,10,10.11,38.84,1.96
102.57,Van,10,11.1,216.49,14.08
34.61,Van,9,11.79,58.5,4.66
22.65,Sedan,4,7.52,35.08,1.93
39.86,Bus,20,17.17,94.99,9.25
14.0,SUV,2,6.14,17.39,0.67
12.41,Sedan,3,5.92,21.04,0.69
19.85,SUV,4,9.07,26.76,1.88
21.92,Sedan,3,7.97,42.15,1.62
12.44,Sedan,1,5.82,22.02,0.86
49.56,Van,1,11.92,69.73,6.03
16.8,Sedan,1,6.85,32.39,1.33
4.92,SUV,3,9.07,10.26,0.55
23.43,SUV,6,10.4,48.34,2.78
18.78,Sedan,3,5.71,37.63,1.16
37.06,Bus,37,16.27,65.42,10.11
14.13,Sedan,4,6.49,19.38,1.03
33.25,Sedan,2,5.73,37.29,2.18
25.81,Sedan,3,7.11,51.52,2.35
41.36,Sedan,4,5.64,64.13,2.48
23.29,Sedan,4,6.77,40.08,1.7
11.96,Van,5,10.82,21.64,1.58
26.68,Bus,9,18.64,63.95,5.21
9.56,Sedan,4,5.95,21.05,0.61
3.3,Van,2,10.39,16.23,0.36
12.68,Van,7,11.17,18.19,1.64
43.02,Van,6,11.36,67.67,5.0
62.03,SUV,6,8.99,72.65,6.16
6.03,Sedan,3,8.55,15.35,0.54
38.54,Sedan,3,5.31,67.3,2.03
55.86,Van,10,10.88,76.53,6.47
9.34,Van,10,8.17,16.7,0.88
49.88,Sedan,3,6.95,75.87,3.79
7.82,Sedan,4,5.16,13.35,0.39
19.92,Bus,35,17.17,43.31,5.99
27.84,Van,6,10.33,64.8,2.98
9.97,Bus,27,18.84,36.51,2.32
48.03,Van,9,10.0,60.95,4.96
21.33,Sedan,4,5.79,26.76,1.6
36.33,SUV,3,11.15,55.61,4.34
10.44,Van,1,11.51,24.99,1.54
64.26,Sedan,4,5.83,110.89,4.62
30.04,SUV,1,8.62,44.04,2.31
29.23,Van,10,13.96,54.93,4.62
27.52,Sedan,2,6.22,46.33,1.68
29.51,Van,8,9.76,44.79,2.93
34.15,SUV,2,7.97,54.33,2.76
16.83,Bus,19,16.35,45.87,3.4
7.45,Sedan,2,5.79,10.61,0.6
7.75,Sedan,3,4.96,12.44,0.53
22.57,SUV,6,7.31,38.61,1.76
56.88,Sedan,1,5.5,95.93,3.35
19.82,Van,2,12.06,36.99,2.4
44.41,Van,5,10.31,84.85,5.09
20.43,Sedan,3,6.25,40.79,1.38
52.87,SUV,2,10.91,74.88,5.64
29.04,SUV,6,10.94,53.6,3.81
26.34,Sedan,1,6.16,47.64,1.92
41.78,Bus,30,16.11,111.5,8.75
28.82,Van,7,9.44,48.76,2.95
33.22,Van,1,12.25,58.71,3.96
22.28,Van,11,10.63,35.24,2.49
27.5,SUV,1,8.42,59.95,2.48
8.34,Bus,7,15.56,25.39,1.32
47.65,Van,10,9.61,79.25,4.89
48.63,Van,6,11.58,89.54,5.71
17.44,Bus,33,14.05,41.46,3.87
20.92,Sedan,2,7.69,29.93,1.79
63.37,Van,11,10.04,128.45,8.57
17.8,Sedan,4,6.32,29.32,1.18
35.48,Sedan,2,4.9,52.42,1.69
25.21,Sedan,4,6.49,43.0,1.94
6.47,Bus,28,17.02,18.72,1.51
29.79,Bus,32,17.85,61.96,6.81
7.01,Van,7,13.65,22.28,1.21
46.94,Van,2,11.32,61.12,5.33
19.08,SUV,1,7.81,34.0,1.84
8.7,Bus,41,15.87,23.49,2.03
37.42,SUV,6,9.89,72.55,4.81
6.73,Sedan,1,8.06,11.26,0.61
7.11,Sedan,2,6.84,11.82,0.51
65.34,Van,2,12.24,94.03,9.27
42.5,Van,3,12.1,70.46,4.92
23.21,Sedan,2,8.2,44.07,2.35
30.39,Sedan,4,4.16,50.93,1.17
10.97,Van,8,12.2,24.4,1.3
24.97,Sedan,3,7.68,26.7,2.1
9.45,Van,5,8.59,23.58,1.1
9.22,Bus,20,15.34,24.06,1.82
38.6,SUV,2,7.72,67.3,3.69
15.99,Sedan,1,5.63,34.16,0.91
14.19,Van,9,10.13,31.99,1.79
28.52,Van,13,11.44,63.14,4.06
13.78,SUV,3,10.3,20.13,1.45
18.72,Bus,13,21.24,28.02,5.45
59.63,Sedan,2,5.49,78.11,3.06
7.06,SUV,6,7.73,18.23,0.78
53.88,Van,7,13.37,83.72,9.17
108.4,Bus,17,19.94,237.9,30.27
7.52,Sedan,1,6.6,12.2,0.63
8.48,Van,10,11.85,14.15,1.2
32.05,SUV,3,8.96,42.04,3.09
2.99,Sedan,2,7.13,10.0,0.31
23.58,Sedan,1,6.1,32.31,1.98
12.41,Bus,35,18.81,33.68,3.15
47.87,Sedan,4,4.69,63.79,2.42
16.89,Sedan,1,5.67,28.06,0.97
26.2,Sedan,2,5.69,53.02,1.57
34.87,Bus,15,16.88,101.71,6.43
30.24,Van,10,9.33,69.37,2.89
22.08,Van,12,10.04,40.29,2.93
35.91,Sedan,1,4.68,63.08,1.79
6.23,SUV,5,9.82,14.41,0.74
42.36,SUV,6,8.88,86.32,4.76
17.79,Van,9,7.93,38.09,1.51
33.19,Bus,10,15.5,91.29,5.8
21.45,Sedan,2,6.9,27.61,1.31
14.22,Van,11,10.02,30.02,1.71
20.34,Sedan,4,5.66,35.42,1.25
26.72,SUV,1,8.89,41.19,2.52
29.61,Sedan,1,6.91,45.01,2.21
27.03,Sedan,2,4.78,39.49,1.31
13.47,Sedan,4,7.16,37.07,1.23
10.14,SUV,3,7.8,22.04,0.87
10.92,Sedan,2,6.48,21.03,0.63
18.59,Van,8,10.94,28.68,2.03
32.87,SUV,5,8.21,41.61,2.6
34.32,Sedan,3,5.27,60.42,2.0
14.77,Van,11,10.49,24.46,1.77
22.16,Sedan,2,8.45,37.33,2.02
6.74,SUV,2,6.96,19.67,0.59
16.87,Van,3,14.05,39.89,2.35
14.69,Sedan,1,6.19,33.98,0.88
12.25,Sedan,1,6.54,16.97,0.85
23.78,Sedan,3,5.2,31.02,1.33
60.86,Bus,17,15.69,148.12,11.9
22.98,SUV,4,8.25,34.33,2.04
44.33,Van,12,9.12,71.93,4.41
38.59,SUV,4,8.69,57.34,3.63
15.25,Sedan,1,6.01,24.31,0.96
36.1,SUV,7,11.78,54.73,4.36
63.01,Van,1,8.9,109.48,5.34
8.55,Sedan,1,6.62,14.62,0.6
38.56,Sedan,2,6.8,44.31,2.32
21.07,Sedan,2,5.22,31.51,1.0
13.54,SUV,1,10.03,25.78,1.43
28.45,Bus,42,16.81,63.98,8.0
28.95,Sedan,2,4.0,42.57,1.07
82.33,SUV,6,9.99,123.84,9.42
13.94,Sedan,1,5.16,18.32,0.91
22.95,Bus,29,14.86,52.97,5.49
22.67,Sedan,3,7.33,38.61,1.87
13.87,SUV,7,8.48,22.07,1.23
11.11,Van,4,12.65,24.48,1.38
16.6,Van,11,13.18,34.34,2.28
20.55,SUV,1,8.03,30.14,1.75
10.55,Sedan,3,7.45,24.93,0.86
39.95,Sedan,2,5.59,52.47,2.47
30.83,Sedan,3,9.18,54.21,3.24
8.74,Sedan,1,5.67,5.41,0.63
16.39,SUV,4,10.54,44.42,2.13
24.11,Sedan,4,7.51,40.75,1.68
34.81,Sedan,4,6.88,55.61,2.93
20.66,Van,8,9.79,50.49,2.39
33.58,Bus,26,17.55,96.95,8.32
27.42,SUV,6,5.77,41.79,1.55
36.1,Sedan,2,6.77,55.35,3.05
12.6,Sedan,3,6.92,16.05,0.77
31.43,Bus,35,18.4,75.49,7.56
21.12,Sedan,4,4.0,28.37,0.67
43.54,Sedan,4,4.98,80.42,2.57
12.39,SUV,7,7.88,23.63,1.22
27.76,SUV,2,9.44,61.32,3.01
23.08,SUV,5,9.43,40.05,2.26
19.69,Sedan,3,6.3,34.55,1.31
16.93,Sedan,1,7.26,26.35,1.5
17.83,Bus,26,14.92,37.01,3.18
58.24,Sedan,1,7.23,112.88,4.59
19.3,Van,12,11.85,41.73,2.36
55.64,Van,5,11.68,76.98,7.37
19.67,SUV,3,8.73,49.2,2.12
24.69,Sedan,3,8.7,35.56,2.29
22.08,Sedan,2,7.09,33.42,1.55
57.6,SUV,3,7.55,81.81,4.13
37.22,Bus,21,18.74,96.89,9.48
15.84,Bus,36,20.26,36.2,5.1
7.04,Sedan,1,5.79,11.41,0.43
16.11,Sedan,1,7.81,27.82,1.48
48.46,Bus,41,19.15,95.38,16.9
9.22,Van,3,6.78,19.71,0.54
7.33,Bus,15,18.9,18.47,1.71
13.68,Sedan,1,6.01,22.64,0.9
10.49,SUV,6,9.81,10.04,1.16
11.8,Van,10,12.7,24.66,2.01
4.61,Van,13,11.35,9.52,0.73
24.98,SUV,1,11.5,54.64,2.93
28.28,Sedan,3,6.29,51.61,1.53
19.24,SUV,2,9.94,26.42,1.76
7.13,Sedan,4,7.47,20.53,0.66
13.74,SUV,2,8.85,23.57,1.42
27.7,Bus,31,20.34,69.16,8.7
30.15,Sedan,2,5.79,49.72,1.59
4.78,Van,11,10.24,14.57,0.49
22.53,Sedan,2,4.93,29.23,1.39
12.93,Van,1,11.43,30.45,1.72
21.56,Bus,40,18.98,58.88,6.06
7.62,Sedan,1,7.92,17.5,0.62
5.51,Sedan,2,7.45,14.85,0.41
18.89,SUV,4,8.57,32.15,2.12
20.11,Sedan,2,5.09,31.52,1.04
11.37,Van,6,11.78,21.08,1.84
52.73,Bus,28,21.33,105.34,16.22
12.66,SUV,4,10.13,22.97,1.43
12.49,Sedan,3,7.8,24.79,1.01
22.03,SUV,4,8.68,35.47,2.17
20.2,Van,5,10.16,28.6,2.46
12.7,Sedan,4,5.62,28.96,0.75
28.13,SUV,4,8.92,58.13,3.02
28.0,SUV,7,8.88,40.71,3.16
22.34,SUV,5,9.31,29.61,2.55
24.83,Sedan,1,6.34,51.84,1.77
21.09,Van,12,10.76,38.25,2.67
20.27,Sedan,4,5.57,25.97,1.47
7.73,Sedan,3,7.63,11.38,0.78
23.15,Bus,17,18.23,67.39,5.77
37.64,Van,14,10.69,62.92,4.38
24.86,Sedan,3,5.6,37.56,1.77
17.52,Sedan,3,4.9,25.16,0.96
36.6,Sedan,4,8.07,38.59,3.46
24.88,Sedan,1,7.17,30.45,2.3
12.59,Sedan,4,4.55,19.68,0.51
36.54,Sedan,3,7.42,75.25,2.94
15.27,SUV,1,10.38,29.32,1.67
9.57,Van,9,11.22,28.44,1.08
11.5,SUV,3,11.4,20.53,1.38
14.28,Van,13,11.39,25.63,1.98
7.39,Sedan,2,4.8,8.78,0.43
46.09,Bus,31,19.1,113.72,13.97
5.3,Van,13,11.44,15.4,0.58
30.33,Van,11,9.91,58.11,3.67
25.68,Van,8,12.03,58.18,3.94
24.6,Bus,31,13.0,40.28,4.57
27.95,SUV,6,10.49,54.26,3.77
18.72,Sedan,2,5.45,33.83,1.28
30.42,SUV,4,7.52,56.33,2.42
19.87,Van,11,10.8,35.84,2.89
16.32,Van,4,11.78,40.25,2.21
8.11,SUV,5,9.25,22.79,0.84
26.38,Sedan,4,5.61,44.88,1.8
26.7,Sedan,2,5.89,45.22,1.89
21.05,Bus,10,14.6,61.38,3.78
34.47,SUV,2,8.66,67.09,3.43
42.35,SUV,1,10.61,63.95,5.57
14.76,Sedan,3,6.49,27.04,1.18
31.13,Sedan,3,7.53,45.69,2.23
7.99,Bus,18,22.37,29.1,2.64
22.07,Van,7,9.94,40.5,2.73
18.83,Van,6,10.66,27.1,2.57
35.08,SUV,4,12.26,40.02,5.14
15.59,SUV,2,11.17,33.23,2.02
43.71,Sedan,1,4.49,74.96,1.78
18.1,Van,1,11.7,34.15,2.62
8.1,SUV,2,9.0,13.7,0.78
5.78,SUV,5,10.24,14.66,0.7
33.08,SUV,4,7.88,40.24,3.28
7.39,Bus,9,15.48,15.24,1.1
28.71,Sedan,1,5.69,59.47,1.79
32.69,Van,7,9.97,56.65,4.07
12.44,Sedan,3,7.48,21.45,1.15
25.3,SUV,5,7.23,37.69,1.75
52.54,Sedan,3,5.75,97.36,3.58
19.12,Sedan,2,4.35,34.87,1.0
6.31,SUV,2,10.51,7.1,0.73
13.9,Sedan,1,8.03,26.52,1.15
56.6,SUV,1,8.51,73.26,5.19
34.3,Bus,17,17.11,99.79,8.46
8.9,Sedan,1,7.04,13.0,0.71
41.69,Van,14,13.65,82.02,5.99
43.13,SUV,2,9.61,43.54,4.16
15.73,Van,7,9.74,27.56,1.58
7.87,Sedan,4,4.56,19.24,0.39
39.49,Sedan,4,5.16,74.64,2.29
61.04,Sedan,3,6.59,89.77,4.88
12.68,Sedan,3,5.71,21.9,0.89
33.08,Sedan,1,6.73,45.95,2.72
12.91,Van,5,10.0,31.4,1.32
12.51,Bus,24,14.83,27.95,2.66
25.35,Van,1,8.88,46.43,2.39
11.5,Van,9,13.81,29.4,1.94
20.64,Sedan,2,7.57,28.06,1.58
43.98,Sedan,3,8.58,73.03,3.92
6.73,Sedan,3,7.15,14.34,0.46
35.76,Sedan,2,5.98,49.71,2.11
24.09,SUV,6,10.99,59.94,3.42
28.19,SUV,5,8.95,42.85,2.6
22.63,Sedan,3,6.77,32.93,1.88
47.69,Sedan,4,6.45,54.26,2.91
27.19,Van,14,5.7,43.32,1.71
16.68,Van,11,13.89,41.41,2.85
24.15,Sedan,2,7.09,41.08,1.83
16.06,Bus,19,18.99,33.43,4.61
13.15,Bus,40,17.81,28.58,4.04
41.4,Sedan,2,6.7,51.03,3.19
16.11,Sedan,1,5.78,28.79,1.06
5.46,SUV,7,9.92,12.19,0.61
28.38,Bus,30,14.08,52.9,6.4
16.76,Bus,34,18.56,37.18,4.48
53.27,Sedan,1,7.17,97.69,3.7
31.37,Sedan,3,6.26,35.93,2.37
51.68,SUV,7,9.56,91.13,5.23
35.25,SUV,7,7.51,44.81,2.76
42.09,Sedan,3,5.34,63.09,2.18
27.4,Bus,24,18.71,75.31,7.3
36.71,Van,6,12.22,70.54,4.64
11.86,Van,9,7.63,24.83,0.98
35.15,Bus,40,19.57,76.2,11.51
7.75,Van,13,10.02,19.86,1.02
20.69,SUV,3,8.71,32.61,1.98
14.34,SUV,5,6.99,17.8,1.19
25.45,Sedan,2,5.48,46.86,1.33
15.83,Van,7,12.74,33.34,2.73
7.99,Sedan,1,6.54,14.28,0.44
7.41,Van,11,10.31,16.29,0.77
8.55,Sedan,3,6.36,12.26,0.83
25.89,Sedan,3,7.09,33.34,1.7
26.52,Sedan,4,7.03,41.67,1.96
15.79,Sedan,2,6.41,23.92,1.02
28.99,Van,6,12.97,47.97,4.13
19.34,Van,5,12.75,36.91,3.03
27.68,SUV,3,9.62,40.34,3.24
21.56,Sedan,1,6.57,36.49,1.5
35.99,Sedan,2,7.29,53.4,3.25
11.71,Sedan,3,6.88,23.66,0.82
4.66,Sedan,2,7.77,8.26,0.4
19.47,Bus,19,20.7,45.27,4.73
23.05,Sedan,3,5.28,32.73,1.42
9.83,Sedan,4,5.2,23.42,0.6
11.16,Sedan,3,5.66,27.56,0.61
30.85,Sedan,1,7.67,54.26,2.77
31.36,SUV,2,6.64,58.09,1.91
18.9,SUV,6,9.59,27.39,1.73
6.03,Sedan,2,6.94,15.42,0.58
30.1,Sedan,3,7.9,40.91,2.18
22.88,Sedan,1,6.72,44.17,1.73
14.55,Sedan,4,4.89,31.46,0.87
38.35,Sedan,4,5.35,67.59,2.18
2.66,Bus,23,14.45,9.65,0.54
20.73,SUV,7,8.19,28.82,2.32
30.35,SUV,1,8.73,32.49,2.99
7.8,SUV,1,7.25,16.38,0.46
7.19,SUV,6,11.21,14.62,0.81
56.17,SUV,7,7.01,74.34,4.91
31.13,Van,9,13.42,60.84,5.26
47.9,Van,3,13.13,100.89,6.14
36.68,Sedan,2,7.58,42.81,2.63
26.19,SUV,5,7.96,55.29,2.47
60.67,SUV,7,9.51,72.89,6.71
24.4,Bus,31,14.17,43.17,4.45
19.64,SUV,7,10.37,38.48,2.73
36.7,SUV,7,8.89,58.49,3.46
38.75,Sedan,3,6.01,69.45,2.51
28.61,SUV,3,7.16,48.35,1.86
14.53,Sedan,2,4.0,26.92,0.65
36.6,Sedan,3,5.25,45.5,2.46
14.34,Sedan,4,7.84,28.4,1.11
22.02,Van,14,10.27,50.85,2.58
11.13,Sedan,2,6.3,19.73,0.91
11.67,Sedan,3,7.29,9.84,0.94
3.41,Bus,22,23.42,8.28,1.12
19.25,Sedan,3,8.09,44.21,1.93
26.71,SUV,4,7.54,37.76,2.36
59.31,SUV,3,6.09,102.83,3.71
13.48,Sedan,3,9.33,28.14,1.32
22.53,Van,6,15.08,46.87,3.75
19.94,Sedan,2,6.73,31.74,1.46
27.37,SUV,6,7.09,59.38,2.34
17.37,SUV,1,10.44,21.48,1.96
31.5,SUV,4,8.84,62.63,3.0
10.6,Van,5,10.8,18.95,1.11
21.26,Sedan,1,7.57,32.66,1.84
26.44,Sedan,4,6.9,42.46,2.29
40.14,Van,1,8.87,63.53,4.26
31.86,SUV,7,8.51,38.96,2.56
20.94,Van,9,12.19,47.75,3.01
11.69,Van,5,11.92,21.47,1.74
63.71,Van,9,11.47,81.41,7.36
12.89,SUV,7,10.4,19.53,1.55
8.38,Sedan,1,6.07,19.3,0.58
13.87,Van,9,11.32,32.94,2.23
7.09,SUV,5,4.0,12.85,0.33
26.25,Sedan,2,5.96,41.01,1.72
20.86,Bus,36,20.29,42.46,7.46
18.06,Bus,29,16.83,25.15,4.95
19.54,SUV,5,8.3,25.15,1.86
14.49,Sedan,4,5.25,27.58,0.76
4.25,Sedan,1,7.7,16.29,0.23
36.75,Van,7,11.99,80.99,4.52
15.45,Bus,41,20.48,38.36,4.84
7.34,Sedan,2,4.43,11.94,0.34
5.31,Sedan,2,6.31,13.87,0.44
45.0,Bus,32,17.16,88.59,12.96
16.63,Sedan,3,6.16,33.38,0.94
16.35,SUV,1,8.08,30.62,1.25
28.19,Bus,14,16.96,68.05,6.0
14.54,Sedan,3,7.52,23.52,1.22
6.95,SUV,3,6.13,11.31,0.29
13.53,Sedan,2,8.63,20.28,1.21
24.41,Sedan,4,7.08,31.9,2.33
13.45,Van,1,10.92,21.55,1.72
11.32,SUV,6,10.36,28.58,1.12
9.34,Bus,9,13.64,28.62,1.51
26.63,SUV,5,8.0,43.23,2.22
23.98,Sedan,2,6.35,36.65,1.78
28.83,Sedan,1,8.14,46.73,2.93
18.13,Sedan,3,6.44,32.81,1.3
15.32,Sedan,2,7.04,26.76,1.09
11.75,Sedan,3,5.79,21.51,0.97
16.72,Sedan,1,7.08,21.14,1.19
5.6,SUV,1,11.52,12.44,0.74
25.14,Van,14,12.79,40.61,3.67
15.67,Van,14,10.85,26.93,2.41
39.43,Van,1,12.22,76.6,4.52
20.07,Sedan,4,7.19,46.22,1.71
4.14,Sedan,2,7.11,10.13,0.41
23.1,Van,1,13.0,33.72,2.71
64.73,SUV,7,10.66,99.06,9.21
